我也在北京，你在哪儿？	我是哪里人？	你不是北京人吗？	0
我在北京，你在哪儿？	你有好的地区推荐吗？	没有，我也想知道!	0
我是山东的呀	你好，我来自中国东北。你从哪里来的？	我来自山东烟台啊	0
我平时除了上课就是打理我的小店了,赚点零花钱,一个月也就三四千吧	没关系。除了在线课程，你还不喜欢做什么？	不喜欢上课	0
我喜欢看书，看电影，看书	对吗	对啊，你呢？	0
看小说,看动漫,看美剧,看电视剧,玩手机	顺便问一下，你有什么爱好吗？	我啊,喜欢唱歌,喜欢玩电脑,喜欢看动漫	0
我喜欢冬天,冬天就可以吃冰淇淋,游泳,打羽毛球,睡觉	我喜欢在什么季节吃西瓜和冰淇淋？	夏天和冬天	0
喜欢啊,不过我更喜欢猫	哟	你喜欢什么狗	0
上班啊，我在上班啊!	你为什么去上班？	我也不知道啊!	0
上学,大一	你是在上学还是在放工啊？	上学,放假了	0
我喜欢的太多了，你说哪个？	你不喜欢什么样的工作？	不喜欢现在的工作，不喜欢一成不变的工作!	0
有工作呀,但是不想做了	唔	你呢?你也是刚毕业吗?	0
是的，不过我很少跟家里人在一起。	怎么了你很少与朋友和家人在一起吗？	是的，很少。	0
没有，我只知道洛阳牡丹甲天下。	你没见过河南洛阳的牡丹吗？	没见过，我是洛阳人。	0
喜欢啊，最近在看《神探夏洛克》	你还厌烦看动画片呀？	是啊，我最喜欢看的就是动画片了。	0
早上8点到晚上8点,中午休息2个小时	那你现在的劳作一天大概几个钟头？	我的劳作是指工作的时间,一天8-10个钟左右吧	0
没有诶,你呢?	你暑假没什么计划性吗？	嗯,我暑假要去做志愿者	0
结婚啦,孩子都有啦	24岁似乎是婚姻的分水岭。嘿，你结婚了吗？	我也结婚啦	0
你可以试着去听一下他们的钢琴,钢琴的声音是真的很好听	你知道谁是我最喜欢的音乐家吗？	郎朗我知道啊,他是我的偶像	0
是啊,大二,你不是?	大二是哪一年？	97的,你呢?	0
是的，你是哪个学院的？	你好，你也是今年的大一新生吗？	是的，我是11级的，你呢？	0
我喜欢夏天，冬天太冷了!	你知道我喜欢什么季节吗？	秋天，秋天是最好的季节!	0
以前去,现在不去了	你经常做志愿者吗？	嗯,以前去做过	0
我啊?没事就打理下网店咯,一个月也能拿个四五千呢	你能从网上商店得到多少钱？	你是开淘宝店的呀!我是加,盟做的一个店一天能赚个一百多呢	1
喜欢啊!我喜欢狗狗!	是的，非常好。嘿，你不喜欢小动物吗？	不喜欢!我不喜欢狗!	0
北京欢迎你!	你知道我的家人是什么国籍吗？	不知道!	0
我也不知道我现在有点迷茫,你有什么好的建议吗?	你将来打算从事什么职业？	我想去学厨师,但是我家人不让去	0
没去哪儿，就在附近玩了两天	你在附近玩了几天？	两天，住在附近，吃在附近	0
运动,节食,少吃,吃药都试过	你以前试过减肥技巧吗？	没有,因为我懒,所以都是节食加运动	0
你在昌平哪里上班啊,我也在昌平	我在哪？	你的位置,我怎么知道	0
我是做销售的，你呢？	那很好。你是做什么的？	我是卖房子的，你也是吗？	0
我来自河南，你呢？	你是哪里人？	我是河北的，现在在山东上学!	0
我从出生就开始打台球了	你知道我开始练习的时候多大了吗？	不知道,不过我知道我是高手	0
是啊，我都快奔三的人了!	你多大了？	我已经过了奔三的年纪了!	0
毕业了啊,工作一年了都	那不行。你看起来很年轻。你毕业了吗？	毕业了,你看我像多大的?	0
西二旗在哪	你知道我住在哪里吗？	不知道啊,所以问你在哪啊	0
不高，只要你有兴趣就好!	你的工作薪水高吗？	不高，不高，很低，很低!	0
吃了!超级好吃!我还想再去吃一次!真的很好吃	我也好想去成都，听说成都的一品锅很好吃，你们去吃了吗？	一品锅我倒是没注意,反正我觉得都好吃	0
我也喜欢!	你知道青岛啤酒产于哪个城市吗？	不知道啊!	0
可以啊!欢迎欢迎!热烈欢迎!	行啊！你去唱歌，我一定过去，我过去给你捧场，帮你烘托气氛，我带着鼠标去，禁止狗狗进场吗？	禁止!禁止!必须禁止!	0
我初中都没读完	呐	我在家里啃老	0
我母亲知道我喜欢他但是她不让我说,我也不知道她会不会担心	哦~	如果你母亲知道了,会怎么样呢?	1
不是,我是打羽毛球的,篮球是我的业余爱好	你篮球打得很好。你是学校篮球队的队员吗？	我是打羽毛球的	0
我喜欢看书，看电影。	下班后，我喜欢户外运动。你不喜欢做什么？	我喜欢睡觉，不喜欢上班。	0
这周末我不行，我要去杭州。	你什么时候能去杭州？	这个月底或下个月初吧。	0
他的歌都挺好听	你知道谁是乐队的鼓手吗？	不知道,不过我也挺喜欢李荣浩的	0
我喜欢吃小布丁	我呢最喜欢吃的零嘴是沙琪玛，你呢？	我也喜欢小布丁	1
我也是学护士的，今年刚毕业。	你知道我什么时候毕业的吗？	不知道，我还没毕业呢。	0
就去丽江和大理,你们去哪呀?	达利在哪里？	我也不知道,我也没去过呀	0
阿信的歌我都很喜欢,温柔是五月天第一首歌,也是我第一次听哭了的歌	我最喜欢的歌是什么？	我不知道啊,我又不认识你,只是我自己觉得是温柔	0
我是做设计的,你呢?	咳咳咳	你也做设计啊?	1
我已经瘦了20斤了!	她瘦了多少磅？	不知道，没称过!	0
喜欢啊!只是很少运动而已!	那你很厉害哦，你平时也讨厌运动吗？	不喜欢!我喜欢打羽毛球!	0
你在济南哪里?我现在没在济南呢	我来自济南。你不需要工作吗？	工作啊,现在暂时不工作,你多大了?	0
我喜欢旅游,你呢	我住在一个大城市，是一家公司的老板。你没有什么爱好吗？	那你的爱好是什么?	0
不是,我是工程师的助手	你不是工程师？	助理工程师	0
22,大三	和另一个学生同班的那个学生叫什么名字？	不知道,他是我们学校的体育老师	0
还没有呢，明年毕业，你呢？	你什么时候毕业？	明年就毕业了，现在在工作了!	0
我也是,我家就我和我弟	你知道我有几个兄弟吗？	不知道,你说了我就知道了	0
我在玩游戏，你要来找我吗？	咯	我在玩王者荣耀，你呢？	0
我是开网店的,一个月也就挣个2,3千块钱,够自己花	经营一家网店需要多少钱？	我开的是加盟的,一个月也就2,3千块钱	0
还好，我都是一个人在练，你呢？	唉	为什么叹气呢？	0
我今年大三了,马上大四了,你呢	你所在的高年级叫什么名字？	我才刚上大二	1
我也三十多了	你知道我多大了吗？	不知道,反正没我大	0
我住在大润发这边，你呢？	你住在哪里？	我住在海珠区，离你远吗？	0
我也45了	你知道和我住在一起的人的年龄是多少吗？	你不说我也知道,肯定是个年轻人,因为你比我年轻	0
是的,一直没工作	天哪，十年家庭主妇，你有工作吗？	你老公不嫌弃你吗?	1
服装店,女装	你丈夫的商店。不，他开什么样的店？	就是服装店啊	0
我是男生,不过不是你们学校的	我是女生，你是工读生还是女生呢？	工读生,你要干嘛	0
当然可以!	我希望能像你说的那样。我可以冒昧问你一个问题吗？	当然，请说吧!	0
我也喜欢刘德华,他的电影我几乎全看过了啊	你知道谁是伟大的音乐家吗？	这个我真的不知道,我喜欢听音乐,不过我听周杰伦的歌多些	0
我在一家房地产公司做文员。	那你做什么劳作的？	我是做地产策划的，你呢？	0
是啊,只做工作	那你就有了第一次机会。你忙着工作，你什么都做吗？	那也不是什么都不做,只是没时间,也就没有时间去想	0
那你喜欢什么样的人？	你知道我不认识哪个著名的作曲家吗？	不知道。	0
我叫小红，你呢？	可以啊	你叫什么名字？	0
还好吧，这个是我自己的事情。	对啊，户外活动很花费工夫的，你平时劳作不忙吗？	还好，这个工作是我喜欢的。	0
我也喜欢三体!但是我更喜欢刘慈欣!	你更喜欢谁？	我喜欢大刘，他的书我都喜欢!	0
不是啦,毕业两年了	毕业有多少年了？	你是指大学还是什么?大学是09年毕业的	0
不好,我想自己照顾自己,	被你的父母亲照顾的感觉不好吗？	感觉他们老欺负我,	0
我只是个卖衣服的	我看你的服饰穿得这么俗尚，是玩音乐的吧？	不是,只是喜欢音乐	0
我在看东野圭吾的《白夜行》	谁在看《白夜》？	我在看啊，东野的书都挺好看的	0
嗯嗯,工作了,你呢?	、	在哪里上学呢?我在西安	0
是吗?我很小的时候就会骑啦	你知道我在哪里学骑马的吗？	不知道,你在哪里啊	0
好啊好啊，我还没去过欧洲呢!	你从没去过哪个国家？	我只去过意大利和法国，还有法国和瑞士。	0
我喜欢他们的歌，还有他们的人!	是啊，那你厌烦花儿乐队中的谁呢？	我不讨厌他们，只是不喜欢!	0
我喜欢看书，看电影，看书!	喔唷	你也喜欢看电影吗？	0
是啊，我在阿里工作了3年了。	你在哪里工作了三年？	在北京啊，你呢？	0
我也不知道，我也是第一次来。	你第一次来这里是什么时候？	我是去年八月份来的。	0
喜欢啊，我以前练瑜伽的时候也喜欢。	你喜欢瑜伽前热身吗？	我喜欢的，我现在就在练习瑜伽。	0
不忙,闲的很	你工作不忙吗？	不忙呀,我工作轻松的要死	0
五点半呢	啊，你什么时候下班？	五点二十呀	0
我喜欢睡觉!	好吧，那你厌恶做什么呀？	讨厌睡觉，不知道为什么，就是不喜欢!	0
我也是!	谁是受欢迎的艺术家？	五月天阿信阿信!	0
不是很会,但是要有一颗热爱生活的心	那你挺会享受过活的吗？	也不是,就是一个人的时候可以很好	0
二年级，你呢？	你参加的课程叫什么名字？	我没参加什么课程，我只是在这里工作	0
你不学习也会有你找工作的那一天	你知道每个人到什么年龄还在学习吗？	我现在就不学习	0
我在武汉上大学，你呢？	哼	好吧，那我就不打扰你了。	0
我是男的!你是女的？	我是女孩，所以你一定是男孩？	我是女的!你猜错了!	0
我喜欢看书，喜欢听音乐，喜欢看电影。	可以哦	你呢？有什么爱好？	0
我也是29了。在一家互联网公司上班。	在互联网公司工作的人的年龄是多少？	这个不好说，每个人都不一样。	0
我是开网店的,一个月也就四五千块钱,你呢?	开网店要花多少钱？	你也想开网店?其实我也是家盟做了个网点	0
我的特长是喜欢吃!	呦呵	你喜欢吃什么？	0
你要看什么类型的?我最近看的都是老电影	事实上，我只是想问你最近有没有什么好的外国电影推荐？	最近的都没怎么看,看美剧	0
我也是!	我最喜欢什么季节？	秋天!因为秋天可以穿美美的裙子!	0
我是男的!你是女的？	我是女孩，所以你一定是男孩？	我是女的，你是男的？	1
我喜欢在人最多的地方散步	我通常喜欢在晚上下班后散步。你不喜欢走路吗？	不喜欢,喜欢骑自行车	0
我也喜欢猫和狗!	你知道我家有几条狗吗？	不知道!	0
对啊,还在上学,大二	他是哪一年的？	93年,他比我大一岁	0
计算机啊,工作好找,就看你想干什么了,我学了三年,也没干什么	你学了多少年？	三年啊,我现在都毕业了	0
没有,现在就想找个爱我的人,过平淡生活	你就是这么说的。你还喜欢什么？	不知道,反正现在不喜欢男的了	0
我的兴趣爱好是养花	你的工作非常神圣。除了工作，你还有什么爱好吗？	我的爱好只有工作	0
我最近在准备考试，准备考教师资格证。	我在浇花。我非常喜欢种花。我在家里种了很多。你最近没干什么？	最近在看书，看书看书。	0
工作了，你呢？	噢噢噢	你呢？在哪个城市？	0
还行吧,我觉得还行,不知道你的标准是什么	！！！	你说的是哪方面?哪方面的内容?	0
我在看电视，你呢？	嗨喽啊	嗨喽是什么意思？	0
是的,毕业一年了	是的，我真的很怀念学生生活。你主修法律吗？	我学的法律事务专业,不过工作和法律没关系	0
我喜欢看书，看电影，看书，电影，电影	有空的时候我喜欢听歌曲和读小说。你没有什么爱好吗？	我喜欢逛街，逛街，买衣服	0
我什么都喜欢玩	嗯啊	你喜欢玩游戏吗?	0
散步是一种很好的运动	驱动器的极限是多少？	你说的驱动器是指?	0
五年级，你呢？	你上的年级是多少？	我是五年级的，你呢	0
我还在读书呢!你在上海做什么工作？	你住在哪个城市？	我住在上海啊!你呢？	0
我也喜欢!	你知道我通常什么时候和家人一起开车出去吗？	不知道!	0
我也喜欢坐沙发!	你知道我喜欢在沙发上坐多久吗？	不知道!	0
我也是练田径的,不过我是业余爱好,你这个应该是专业的	你知道我加入了哪个队吗？	不知道,我只是猜测,哈哈	0
不知道,因为我也很不爱说话	不怎么爱说话，你可以教教我怎么和局外人沟通吗？	我也不怎么会啊	0
喜欢啊,喜欢成龙,李连杰,李连杰是我的男神	我看的成龙的电影，你厌烦看成龙的电影吗？	不会啊,怎么可能会厌烦	0
没有没有,都是自己学的	天呐，那你还是一个电子琴老师，你们家岂不是是音乐世家？	我是钢琴教师,不是音乐老师	0
不知道怎么说,不想说	你目前的情况如何？	不太好,很差	0
我是太原人,我在北京工作,但是以后我会留在太原	你是谁？	我不是谁,我只是想了解一下你而已,没别的意思	0
我的猫叫旺财	你知道我给猫取了什么名字吗？	不知道,你告诉我	0
我叫张悦然，你呢？	负责调查的人叫什么名字？	我不知道啊!	0
当然真实，只要你愿意了解。	记者，你的故事不是真的吗？	我的故事是真的，你的也是真的。	0
工作了，你哪个学校的？	我真的在找一个男孩聊天。我还在上大学。你工作过吗？	没有，我是学生，你呢？	0
我也不想喝了,太难受了	你知道我45岁是什么时候吗？	知道,你的病有十几年了吧	0
我现在喜欢看书，看电影，看书。	你现在特别讨厌做什么呢？	不知道，也许是工作吧。	0
是的，自己在外面打工!	你真的是一个很乐观的人士，你是自己在外打工吗？	是的，我是一个自由职业者!	0
出差呀,,,	这样啊，你要出差办公还是要来旅游啊？	去办事呀,不过也有可能去玩几天	0
加油,我也去背了,	你知道我什么时候记忆力好吗？	我不知道你啥时记忆力好,我知道现在记忆力很好,	0
我是四川人，在成都读书!	你在哪里学习？	我在成都上学，你呢？	0
我是美术学院的学生啊,我的专业就是美术,你有意见吗	你就读的学校叫什么名字？	中国美术学院啊	0
我儿子都快三周岁了	你儿子多大了？	我儿子三周岁,你女儿呢?	0
医生,你的职业是我的梦想,你觉得医生的工作好吗?	你知道我什么时候值班吗？	不知道,不过可以猜到	0
是的，往东走了!	喂，这条河在这边吗？	是的，就在那边!	0
我是一个军人，我在这里等着你回来!	你知道士兵在哪个军种服役吗？	我不知道。	0
我在家带宝宝呢,你呢	好的，你现在在工作吗？	我现在还在家里的呢	0
喜欢的太多了,说不出来,我都是一个人去的	我真羡慕你。我也想去。除了滑雪，你还喜欢什么？	看电影,看书,听歌,运动	0
两份,早上一份中午一份	啊，你一天要做三份工作吗？	早上两份下午三份,晚上还要加班	0
我今年25了，你呢？	现在是哪一年？	现在是2021年1月1日。	0
还没呢，不过快了，你呢？	还行吧，你劳作了吗？	还没有呢，你在哪儿呢？	0
我也喜欢黑豹!	你知道黑豹是什么动物吗？	不知道!	0
上了,我今天下午就去公司了的,你现在在上班了吗?	你什么时候去的公司？	我三点半到的公司,现在已经上班一个半小时了	0
我在上班啊，你不知道吗？	就叫我小梁吧。你现在不工作吗？	是啊，我在找工作啊!	0
我才写三个多月	你开始写作有几个月了？	你是怎么开始写的呢?	1
你是男的还是女的？	你知道我多大了吗？	不知道，我以为你是女的。	0
我不喜欢水上的,因为我是旱鸭子	…	你喜欢吗?你会游泳吗?	0
哇,那你觉得教生物的怎么样?	我在哪里教生物？	你不是说你在湖南吗?	0
你是想说我老了吗	你知道我16岁是什么时候吗？	不知道啊,难道是去年?	0
我家狗不吃饼干，他只吃狗粮。	啊，真是巧合。我还有一只狗。下班后我要给我的狗买块饼干。你的狗通常吃什么？	我家狗很爱吃饼干。	0
她说不喜欢	你妹妹喜欢跳舞吗？	她喜欢跳舞,但不喜欢我	0
我叫刘子乔，21岁。	你知道我叫什么名字吗？	不知道。	0
林清玄不是散文家么	你知道谁写的《生命中最美的是清欢》吗？	不造,我去看看	0
我家离那不近,离我家近的地方有,但是我不太喜欢,我觉得味道不咋地	好的，你家在附近吗？	我家在大润发附近	0
还行吧，就是不知道自己能干多久	你的工作稳定吗？	还行吧!	0
有一段时间特别喜欢	哦	你喜欢听谁的	1
还没呢，这个月底才开始找工作	你什么时候开始找工作的？	我是去年毕业的，今年才找的工作	0
你好,我是广西的	你是哪里人？	哦哦!我是广东的,你在那边工作吗?	0
李斯特,贝多芬,卡农,还有好多记不得了	李斯特崇拜的作曲家之一是谁？	我不知道啊,反正我是觉得他弹贝多芬的曲子好叼	0
真的两瓶	那人有多少瓶？	没注意,喝着喝着就多了	0
我22,我是女汉子,你呢?	你多大了？	我24,女汉子	0
她知道,但她一直在劝我	她不知道你要离婚了吗？	知道,她一直劝我离,但是离不离她说了不算	0
我也是新手，一起努力吧!	你知道现在谁是新手吗？	不知道，我只知道我是新手	0
还没呢，这个月底才开始找工作	你什么时候开始找工作的？	这个月中旬吧，你呢？	0
你今年高考？那你现在在干嘛？	你知道我多大了吗？	不知道，我不知道你多大了。	0
喜欢,但不是很会	你好呀，你平时厌烦游泳吗？	不会呀,挺喜欢的	0
还好吧,我一般都是晚上看	呦呵	我都没时间看书,都是在学校图书馆看	0
我喜欢大型犬!	狗狗是人类最好的朋友，你讨厌什么狗狗？	不喜欢小型犬!喜欢大狗!	0
是啊,高三党	高三的人数是多少？	我是艺术文的,一共有三个班,每个班大约四十多人	0
我喜欢看书，看电影，打羽毛球	是的，你通常有什么爱好吗？	我比较喜欢看电影和看书，你呢？	0
我也做厨师的,你在哪里上班	你知道我在哪里工作吗？	你说出来就知道了	0
不会啊，我已经拔了四颗了	你喝了多少啤酒？	不知道，喝了两瓶啤酒就不行了	0
我叫王雯雯，你叫什么名字？	你叫什么名字？	我叫王玉清，大家都叫我玉清!	0
护士是个好行业	你知道我妻子和我谈恋爱花了多少年时间吗？	这是一个值得我们深思的问题	0
我毕业了,去年毕业的,	你什么时候毕业的？	我今年6月份毕业的	0
我学的是hiphop，hip-hop是我的专业	是的，是的，你的着装风格是嘻哈舞者可以穿的。你学嘻哈有多少年了？	差不多10年了吧，我还在上大学	0
是的，每天都很忙!	你每天都忙吗？	是的，我每天都在忙!	0
我已经22了，你呢？	你多大了？	比你大一岁，比你大两岁!	0
还好，我穿了秋衣秋裤!	你不觉得那里很冷吗？	还好，就是有点冷!	0
我喜欢看书，你呢？	是的，我更喜欢读书。你不喜欢读书吗？	我不喜欢，我喜欢安静的读书!	0
我一般是一周三次，每次半小时左右。	你通常一周做几次？	我一般都是隔一天做一次。	0
我在一家房地产公司做文员。	那你做什么劳作的？	我是做文员的。	0
我今年5岁了	你知道我多大了吗？	你多大我都喜欢	0
我已经毕业啦,你还在上学吗?	这是命中注定的。你现在不忙着做作业吗？	我在工作,你也毕业了吗?	0
我不知道啊，我没去过上海的音乐会	哪个城市从未举办过音乐会？	上海啊，我也不知道	0
吃过了，你呢？	嗯，是的，你没吃早餐吗？	吃了，你怎么知道我没吃？	0
我一般都是十二点以后才睡的	你通常什么时候睡觉？	我一般12点之前就睡了	0
看电影,逛街,吃好吃的,睡觉	你不喜欢什么？	不喜欢我不喜欢的人	0
事务所工作怎么样?你觉得会计有前途吗?	你知道我从事什么行业吗？	我是学金融的,不知道去事务所怎么样?	0
我喜欢吃虾姑,我是广东人,我最喜欢的就是海鲜,但是吃不起啊	你的种族是什么？	我是汉族,你呢?	0
相信，相信，当然相信!	如果我说有一天我会成为一名大设计师，你会相信我吗？	当然会相信你，因为你是我最好的朋友!	0
还好啊,忙里偷闲	是的，你不是每天都忙着工作吗？	没有啊,我是一个月只有四天在公司的,其余时间都在家	0
我也上海的,在找工作	你知道我的家人是什么国籍吗？	不知道,你说了我知道了	0
我也是，你是做什么的？	我是一名退休的计算机程序员。你呢？	我是个设计师，在一家杂志社工作。	0
我9岁的时候也上了三年级	你知道我的年级是多少吗？	不知道	0
我喜欢看书，看电影，旅游，看书。	太好了。你有什么爱好吗？	我喜欢旅行，喜欢摄影，喜欢旅游。	0
可以啊，你想聊什么？	你好，我可以聊聊吗？	可以啊!你想聊些什么呢？	0
不无聊,我的生活很丰富	你平时不是很无聊吗？	你怎么知道我无聊	0
那你来找我吧，我在这里等你。	你知道我多大了吗？	不知道，我只知道你比我小。	0
不长，工作时长不长，主要是看心情。	你通常工作很长时间吗？	是的，我的工作很轻松。	0
有,我要去吃麻辣烫,能请我吃六块钱的吗	一顿饭多少元？	你请的起多少就多少	0
我是做护肤品的,你呢?	是的，所以不要太轻视自己。你是做什么的？	我做的服装	0
我在上海工作，你呢？	你在哪里工作？	我在闵行区这边，你呢	0
我睡眠很好，谢谢你的关心!	哦，不，我把我的朋友带来了。他有一些睡眠问题，正在室内治疗。你也有睡眠问题吗？	我没有，我只是在这里工作。	0
开学初三,你呢?	额	我比你大呢,我开学高三	1
我在医院上班,你呢	对呢	医院上班呀,那应该挺忙的吧,你多大了呀?	1
喜欢啊!你在看什么电影？	我在看电影。你通常喜欢看电影吗？	喜欢啊，只要是好电影，我都喜欢!	0
吃过了,现在在上班	嗨喽	我也在上班了,好无聊	1
啥舞都喜欢	呗	你想学街舞吗?	0
吃药了,今天感觉好多了	你什么时候感觉好些？	今天就好多啦	0
吃了!超级好吃!我还想再去吃一次!真的很好吃	我也好想去成都，听说成都的一品锅很好吃，你们去吃了吗？	还没,等下次去	0
我是在工作,但我还是有时间去玩	你和你友人们出去玩，难道你不用劳作吗？	你说的劳作就是玩?	0
不忙,我在想明天早上吃啥	你明天什么时候吃？	我一般都是早上起来吃	0
好远啊,你是去上学还是工作	你知道我搬到哪里去了吗？	我是问你去上海做什么,工作吗	0
是啊,很喜欢啊	嗯，你是不是很讨厌大动物？	没有啊,我很喜欢狗,但是怕大狗	0
开个两天左右吧,主要想感受一下,我还没考驾照呢	开车需要多少天？	看情况吧,我也不知道	0
上学呀,大四了,马上毕业了	你是在学校还是在工作？	工作了,在北京	0
没有，我只是想找个人聊天而已。	那你一定有很多肌肉吧？	嗯，还好吧，不是很明显。	0
博主是什么	对了	对的!你是做什么工作的?	0
我在看你打游戏	玩游戏，你呢？	看你玩,我不玩	0
我在北京工作，你呢？	你在哪里工作？	我在朝阳区，你呢	0
我家也有两只，不过是公的。	我家有多少条狗？	不知道，我只知道我家有一只母的。	0
我不在麦当劳,只是去麦当劳买吃的而已,我是女生啊	你去哪里买食物了？	就在麦当劳旁边啊!我是路痴,分不清东南西北	0
我现在在做微商,你有想做的吗?	对嘛	你现在做的怎么样?	1
我在上班啊!你在干嘛呢？	你在做什么？	我在工作啊!你呢？	0
好吧，那我就叫你老孟吧!	老挝人叫什么名字？	我不知道，我只知道他们的名字。	0
有啊,时间多的是	嘻哈	来吧来吧,聊起来	0
你是在逗我吗?34岁了怎么还会有这么幼稚的想法?	你多大了？	我今年20岁	0
我今天休息呀,你上班了吗?	你什么时候去上班的？	我初八就开始上班啦	0
我在郑州上学,	你知道郑州是哪个城市吗？	河南省会	0
我的强迫症很严重!	你没有强迫症吗？	我有强迫的症状!但是我不承认!	0
泰迪啊,比熊啊,金毛啊,哈士奇啊都行	谁来做？	你来做啊	0
不用啊，我今天休息，明天还要上班呢!	你什么时候下班？	我不知道，我也想知道!	0
咖啡馆也可以,不过你得多带点吃的,因为咖啡馆里面的东西都很贵的	我喜欢什么时候喝咖啡？	这个不知道,要看你自己了	0
你现在怎么样呀?	我要吃多久土豆？	我吃了一年多的土豆,我现在在医院做了肾穿,还有一个星期出结果	1
是的,现在做行政管理方面的,你呢,毕业了吗	喔	有什么事可以在这上面说哦	0
是的,我不敢	哟	那你怎么办?父母不送你?	1
不是，我家附近没有商店。	你在你家附近开的企业吗？	是的，我在一家房地产公司上班。	0
不算晚吧,我习惯了	嗯呐	你也是,早点睡吧,晚安啦	0
没吃什么，就吃了一碗面。	你吃什么？好吃吗？	还行吧，挺好吃的。	0
我已经二十五岁了，我喜欢的是音乐，你呢？	你多大了？	我今年才满二十岁，你应该比我大吧？	0
我也是动物园的饲养员!	我现在在哪里工作？	你在哪个动物园？	1
一个月两天,你比我多	是的，周末休息一天比你少一点，不是吗？	你是两周放一次么	0
我在一家房地产公司做文案策划，你呢？	哦，我还以为你还在上学，那你是做什么劳作的呢？	我学的是平面设计，现在做的是室内设计。	0
嗯,结了	哈咯啊	哈喽,还记得我啊	0
你是在哪个城市跑?	你知道我跑几次马拉松吗？	我不知道啊!我也想参加马拉松	0
有啊，你要来找我玩吗？	太好了。你最近出去过吗？	没有啊，最近都在上班呢!	0
湖人,因为我喜欢科比	你喜欢谁？	你是问我喜欢的球星还是球队?球队是湖人,球队是雷霆	1
还没有,明年才毕业	你什么时候毕业？	我已经毕业了啊,明年六月份拿毕业证	0
你是男的还是女的？	你知道她每天跑多少公里吗？	不知道，没听过。	0
我是做服装设计的，你呢？	嗨喽呀	嗨喽呀是什么意思？	0
我在上海郊区，你在哪个区？	你现在住在上海的什么地方？	我住在虹口区，你呢？	0
我也想做架构师，可惜没时间	我在哪家公司工作？	你在哪个公司？	0
不健身,就是喜欢吃	呐	你要健身啊?	0
是的，我一个人在北京，你呢？	你一个人在哪里？	北京啊，我家就在北京啊!	0
你在济南哪里?我现在没在济南呢	我来自济南。你不需要工作吗？	我是济南人!你现在在哪里呢?不上班吗?	1
工作了,你在深圳?	你在哪里？	我在东莞,你什么时候去啊?我也想去	0
是啊,还有两年才大学毕业,你现在是做什么工作了?	哇喔	那也不错啊,工作了也就有钱了	0
没有啊，怎么了？	哦，你有孩子吗？	没有，我只有一个女儿!	0
还没想好呢，你呢？	你好呀，放暑假了，准备来哪里玩呢？	还不知道呢，想去的地方太多了!	0
我也是服装专业的!你是哪个学校的？	你知道我在哪里上大学吗？	不知道啊!你是服装学院的吗？	0
加油,我也喜欢,我喜欢做面包,我在重庆上学,家是湖北的	你知道我多大了吗？	不知道,你多大	0
我明天就去了!	你什么时候去？	明天上午十点钟，我在这里等你!	0
我是山东的,我也喜欢钓鱼	你是哪里人？	我是辽宁人,现在在北京工作	0
还好吧，这个是我自己的事情。	对啊，户外活动很花费工夫的，你平时劳作不忙吗？	还好，偶尔也会有忙的时候。	0
我也是!	你知道我通常什么时候喜欢购物吗？	我不知道。	0
我做的饭很好吃的!	你难道没有做过米饭吗？	我做过饭，可是我不喜欢吃米饭!	0
