其实之前我也不喜欢学习，经过老师的影响，我现在考上了清华大学，有了现在的生活。	那你现在是在哪个城市呢？	你知道我现在在哪里被录取吗？	不知道啊，你不是在北京吗？	1
我是北京的	我也在北京，你在哪儿？	我是哪里人？	你不是北京人吗？	0
你有好的地方推荐吗？	我在北京，你在哪儿？	你有好的地区推荐吗？	没有，我也想知道!	0
你好，我是东北的，你是哪的呀？	我是山东的呀	你好，我来自中国东北。你从哪里来的？	我来自山东烟台啊	0
那也还行，你平时除了上网课都喜欢做什么呀？	我平时除了上课就是打理我的小店了,赚点零花钱,一个月也就三四千吧	没关系。除了在线课程，你还不喜欢做什么？	不喜欢上课	0
你平常喜欢做点什么呢？	我喜欢看书，看电影，看书	对吗	对啊，你呢？	0
对了，你平时有什么爱好吗？	看小说,看动漫,看美剧,看电视剧,玩手机	顺便问一下，你有什么爱好吗？	我啊,喜欢唱歌,喜欢玩电脑,喜欢看动漫	0
但是我很喜欢夏天，夏天就可以游泳，吃西瓜和冰淇淋。	我喜欢冬天,冬天就可以吃冰淇淋,游泳,打羽毛球,睡觉	我喜欢在什么季节吃西瓜和冰淇淋？	夏天和冬天	1
你很喜欢小狗吗？	喜欢啊,不过我更喜欢猫	哟	你喜欢什么狗	0
你怎么不上班呢？	上班啊，我在上班啊!	你为什么去上班？	我也不知道啊!	0
你是在上学还是在上班啊？	上学,大一	你是在上学还是在放工啊？	上学,放假了	0
那你都喜欢他的哪些作品啊？	我喜欢的太多了，你说哪个？	你不喜欢什么样的工作？	不喜欢现在的工作，不喜欢一成不变的工作!	0
嗯，好，那谢谢你了，我跟你说在这里挺久了，你是没有工作的吗？	有工作呀,但是不想做了	唔	你呢?你也是刚毕业吗?	0
怎么了，你很少跟朋友和家人们在一起吗？	是的，不过我很少跟家里人在一起。	怎么了你很少与朋友和家人在一起吗？	是的，很少。	0
河南洛阳的牡丹你有看过吗？	没有，我只知道洛阳牡丹甲天下。	你没见过河南洛阳的牡丹吗？	没见过，我是洛阳人。	0
你还喜欢看动画片呀？	喜欢啊，最近在看《神探夏洛克》	你还厌烦看动画片呀？	是啊，我最喜欢看的就是动画片了。	1
那你现在的工作一天大概几个小时？	早上8点到晚上8点,中午休息2个小时	那你现在的劳作一天大概几个钟头？	我的劳作是指工作的时间,一天8-10个钟左右吧	0
你暑假没什么计划吗？	没有诶,你呢?	你暑假没什么计划性吗？	嗯,我暑假要去做志愿者	1
二十四岁好像是结婚的分水岭哎，你结婚了没呀？	结婚啦,孩子都有啦	24岁似乎是婚姻的分水岭。嘿，你结婚了吗？	我也结婚啦	0
我喜欢听音乐，我最喜欢的音乐家是郎朗。	你可以试着去听一下他们的钢琴,钢琴的声音是真的很好听	你知道谁是我最喜欢的音乐家吗？	郎朗我知道啊,他是我的偶像	0
那我先问吧，你还是学生吗？	是啊,大二,你不是?	大二是哪一年？	97的,你呢?	0
你好，你也是今年的新生吗？	是的，你是哪个学院的？	你好，你也是今年的大一新生吗？	是的，我是11级的，你呢？	0
我也喜欢春天，阳光明媚，鸟语花香。	我喜欢夏天，冬天太冷了!	你知道我喜欢什么季节吗？	秋天，秋天是最好的季节!	1
你经常去做志愿者吗？	以前去,现在不去了	你经常做志愿者吗？	嗯,以前去做过	0
你平常的空闲时间都会做些什么呀？	我啊?没事就打理下网店咯,一个月也能拿个四五千呢	你能从网上商店得到多少钱？	你是开淘宝店的呀!我是加,盟做的一个店一天能赚个一百多呢	1
是啊，挺好的，哎，你喜欢小动物吗？	喜欢啊!我喜欢狗狗!	是的，非常好。嘿，你不喜欢小动物吗？	不喜欢!我不喜欢狗!	1
我是上海人，但来北京找工作。	北京欢迎你!	你知道我的家人是什么国籍吗？	不知道!	0
那你以后是要做什么职业啊？	我也不知道我现在有点迷茫,你有什么好的建议吗?	你将来打算从事什么职业？	我想去学厨师,但是我家人不让去	0
那你最近一次旅行去了哪里啊？	没去哪儿，就在附近玩了两天	你在附近玩了几天？	两天，住在附近，吃在附近	0
那你之前尝试过什么减肥技巧吗？	运动,节食,少吃,吃药都试过	你以前试过减肥技巧吗？	没有,因为我懒,所以都是节食加运动	1
我是在北京。	你在昌平哪里上班啊,我也在昌平	我在哪？	你的位置,我怎么知道	1
那就好，那你是做什么工作的呢？	我是做销售的，你呢？	那很好。你是做什么的？	我是卖房子的，你也是吗？	0
我来自山东，你来自哪呀？	我来自河南，你呢？	你是哪里人？	我是河北的，现在在山东上学!	1
我从四岁起就开始练习打球了，直到现在，已经养成习惯了。	我从出生就开始打台球了	你知道我开始练习的时候多大了吗？	不知道,不过我知道我是高手	1
你年纪很大了吗？	是啊，我都快奔三的人了!	你多大了？	我已经过了奔三的年纪了!	1
那也不行，你看起来还小，毕业了吗？	毕业了啊,工作一年了都	那不行。你看起来很年轻。你毕业了吗？	毕业了,你看我像多大的?	0
我是广东的，现在住在西二旗。	西二旗在哪	你知道我住在哪里吗？	不知道啊,所以问你在哪啊	1
好吧，那你这份工作工资高吗？	不高，只要你有兴趣就好!	你的工作薪水高吗？	不高，不高，很低，很低!	0
我也好想去成都，听说成都的火锅很好吃，你们去吃了吗？	吃了!超级好吃!我还想再去吃一次!真的很好吃	我也好想去成都，听说成都的一品锅很好吃，你们去吃了吗？	一品锅我倒是没注意,反正我觉得都好吃	0
我感觉挺好的，这是我最喜欢的青岛啤酒呢。	我也喜欢!	你知道青岛啤酒产于哪个城市吗？	不知道啊!	0
行啊！你去唱歌，我一定过去，我过去给你捧场，帮你烘托气氛，我带着鼠标去，允许狗狗进场吗？	可以啊!欢迎欢迎!热烈欢迎!	行啊！你去唱歌，我一定过去，我过去给你捧场，帮你烘托气氛，我带着鼠标去，禁止狗狗进场吗？	禁止!禁止!必须禁止!	1
你想想，我高中都没有毕业，能找什么好工作？	我初中都没读完	呐	我在家里啃老	1
那你母亲不会担心你吗？	我母亲知道我喜欢他但是她不让我说,我也不知道她会不会担心	哦~	如果你母亲知道了,会怎么样呢?	1
你的篮球打的这么厉害，上学的时候是篮球队的吗？	不是,我是打羽毛球的,篮球是我的业余爱好	你篮球打得很好。你是学校篮球队的队员吗？	我是打羽毛球的	0
下了班，我喜欢户外运动，你喜欢做什么呀？	我喜欢看书，看电影。	下班后，我喜欢户外运动。你不喜欢做什么？	我喜欢睡觉，不喜欢上班。	0
当然可以，这周末你可以来吗？	这周末我不行，我要去杭州。	你什么时候能去杭州？	这个月底或下个月初吧。	1
我特别喜欢李荣浩导师乐队的歌曲。	他的歌都挺好听	你知道谁是乐队的鼓手吗？	不知道,不过我也挺喜欢李荣浩的	0
我呢最喜欢吃的零食是沙琪玛，你呢？	我喜欢吃小布丁	我呢最喜欢吃的零嘴是沙琪玛，你呢？	我也喜欢小布丁	1
我是学护理专业的，去年毕业，准备找一个对口的工作。	我也是学护士的，今年刚毕业。	你知道我什么时候毕业的吗？	不知道，我还没毕业呢。	1
那挺不错的呀，你们打算去哪里呀？	就去丽江和大理,你们去哪呀?	达利在哪里？	我也不知道,我也没去过呀	0
不过五月天我最喜欢的是温柔这首歌。	阿信的歌我都很喜欢,温柔是五月天第一首歌,也是我第一次听哭了的歌	我最喜欢的歌是什么？	我不知道啊,我又不认识你,只是我自己觉得是温柔	0
这是个不错的建议，你是做什么工作的呀？	我是做设计的,你呢?	咳咳咳	你也做设计啊?	1
你准备怎么减？	我已经瘦了20斤了!	她瘦了多少磅？	不知道，没称过!	0
那你很厉害哦，你平时也喜欢运动吗？	喜欢啊!只是很少运动而已!	那你很厉害哦，你平时也讨厌运动吗？	不喜欢!我喜欢打羽毛球!	1
我是济南的，你不用工作吗？	你在济南哪里?我现在没在济南呢	我来自济南。你不需要工作吗？	工作啊,现在暂时不工作,你多大了?	0
我住在一个大城市，是一家公司的老板，你有什么爱好吗？	我喜欢旅游,你呢	我住在一个大城市，是一家公司的老板。你没有什么爱好吗？	那你的爱好是什么?	0
那你就是工程师了吧？	不是,我是工程师的助手	你不是工程师？	助理工程师	0
原来是这样啊，那你今年多大了呀？	22,大三	和另一个学生同班的那个学生叫什么名字？	不知道,他是我们学校的体育老师	0
目前上大学了，你工作了吗？	还没有呢，明年毕业，你呢？	你什么时候毕业？	明年就毕业了，现在在工作了!	1
我是我家的老大，我有两个弟弟。	我也是,我家就我和我弟	你知道我有几个兄弟吗？	不知道,你说了我就知道了	1
那你在玩什么游戏？	我在玩游戏，你要来找我吗？	咯	我在玩王者荣耀，你呢？	0
不说我了，你是做什么的呀？	我是开网店的,一个月也就挣个2,3千块钱,够自己花	经营一家网店需要多少钱？	我开的是加盟的,一个月也就2,3千块钱	0
那你们平时训练应该挺辛苦的吧？	还好，我都是一个人在练，你呢？	唉	为什么叹气呢？	0
嗯，我会的，你是已经工作了吧？	我今年大三了,马上大四了,你呢	你所在的高年级叫什么名字？	我才刚上大二	1
我都30多岁了，还没有买房呢。	我也三十多了	你知道我多大了吗？	不知道,反正没我大	0
你在哪里住啊？	我住在大润发这边，你呢？	你住在哪里？	我住在海珠区，离你远吗？	0
我都45岁了，年龄大了。	我也45了	你知道和我住在一起的人的年龄是多少吗？	你不说我也知道,肯定是个年轻人,因为你比我年轻	1
天呐，十年的家庭主妇，你没有工作吗？	是的,一直没工作	天哪，十年家庭主妇，你有工作吗？	你老公不嫌弃你吗?	1
你丈夫的店，他开的什么店啊？	服装店,女装	你丈夫的商店。不，他开什么样的店？	就是服装店啊	0
我是女生，你是男生还是女生呢？	我是男生,不过不是你们学校的	我是女生，你是工读生还是女生呢？	工读生,你要干嘛	0
希望能如你所说的吧，我可以很冒昧的问你一个问题吗？	当然可以!	我希望能像你说的那样。我可以冒昧问你一个问题吗？	当然，请说吧!	0
我喜欢刘德华啊，觉得刘德华的音乐很棒。	我也喜欢刘德华,他的电影我几乎全看过了啊	你知道谁是伟大的音乐家吗？	这个我真的不知道,我喜欢听音乐,不过我听周杰伦的歌多些	0
那你做什么工作的？	我在一家房地产公司做文员。	那你做什么劳作的？	我是做地产策划的，你呢？	1
那你也算抓住了先机啦，你现在是只忙工作，别的什么也不做吗？	是啊,只做工作	那你就有了第一次机会。你忙着工作，你什么都做吗？	那也不是什么都不做,只是没时间,也就没有时间去想	0
我对巴赫不是很了解，所以谈不上喜不喜欢。	那你喜欢什么样的人？	你知道我不认识哪个著名的作曲家吗？	不知道。	0
方便，我叫红红，你怎么称呼？	我叫小红，你呢？	可以啊	你叫什么名字？	0
对啊，户外活动很花费时间的，你平时工作不忙吗？	还好吧，这个是我自己的事情。	对啊，户外活动很花费工夫的，你平时劳作不忙吗？	还好，这个工作是我喜欢的。	0
我最喜欢科幻类的书，刘慈欣的《三体》你看过没有？	我也喜欢三体!但是我更喜欢刘慈欣!	你更喜欢谁？	我喜欢大刘，他的书我都喜欢!	0
嗯，这才对，你是不是还是学生？	不是啦,毕业两年了	毕业有多少年了？	你是指大学还是什么?大学是09年毕业的	0
被你的父母照顾的感觉不好吗？	不好,我想自己照顾自己,	被你的父母亲照顾的感觉不好吗？	感觉他们老欺负我,	0
我看你的衣服穿得这么时尚，是玩音乐的吧？	我只是个卖衣服的	我看你的服饰穿得这么俗尚，是玩音乐的吧？	不是,只是喜欢音乐	0
我也玩的不太好，段位不高，你在看什么书呢？	我在看东野圭吾的《白夜行》	谁在看《白夜》？	我在看啊，东野的书都挺好看的	0
是哦，那你现在工作了吗？	嗯嗯,工作了,你呢?	、	在哪里上学呢?我在西安	0
我也挺喜欢动物的，不过我很喜欢马，以前跟朋友去内蒙古玩的时候学活骑马。	是吗?我很小的时候就会骑啦	你知道我在哪里学骑马的吗？	不知道,你在哪里啊	1
那你去的话多拍点欧洲的照片，欧洲的风景，欧洲的美食，让我们开开眼界呀怎么样？	好啊好啊，我还没去过欧洲呢!	你从没去过哪个国家？	我只去过意大利和法国，还有法国和瑞士。	1
是啊，那你喜欢花儿乐队中的谁呢？	我喜欢他们的歌，还有他们的人!	是啊，那你厌烦花儿乐队中的谁呢？	我不讨厌他们，只是不喜欢!	1
好啊，你有什么爱好吗？	我喜欢看书，看电影，看书!	喔唷	你也喜欢看电影吗？	0
阿里这几年的效益很不错呀，你也在那里上班吗？	是啊，我在阿里工作了3年了。	你在哪里工作了三年？	在北京啊，你呢？	0
风景好看的吧，你有什么推荐的吗？	我也不知道，我也是第一次来。	你第一次来这里是什么时候？	我是去年八月份来的。	1
你在练瑜伽之前喜欢热身吗？	喜欢啊，我以前练瑜伽的时候也喜欢。	你喜欢瑜伽前热身吗？	我喜欢的，我现在就在练习瑜伽。	0
那你上班忙吗？	不忙,闲的很	你工作不忙吗？	不忙呀,我工作轻松的要死	0
啊，你们几点下班呀？	五点半呢	啊，你什么时候下班？	五点二十呀	1
好吧，那你喜欢做什么呀？	我喜欢睡觉!	好吧，那你厌恶做什么呀？	讨厌睡觉，不知道为什么，就是不喜欢!	1
我特别喜欢听五月天的歌曲。	我也是!	谁是受欢迎的艺术家？	五月天阿信阿信!	0
那你挺会享受生活的吗？	不是很会,但是要有一颗热爱生活的心	那你挺会享受过活的吗？	也不是,就是一个人的时候可以很好	0
好吧，你教的是几年级呢？	二年级，你呢？	你参加的课程叫什么名字？	我没参加什么课程，我只是在这里工作	0
因为我在很小就要去找工作，我16岁就要找工作了，大家都还学习呢，我就要找工作了。	你不学习也会有你找工作的那一天	你知道每个人到什么年龄还在学习吗？	我现在就不学习	0
同学你好啊，你在哪里上大学啊？	我在武汉上大学，你呢？	哼	好吧，那我就不打扰你了。	0
我是女生哦，那你肯定就是男生了吧？	我是男的!你是女的？	我是女孩，所以你一定是男孩？	我是女的!你猜错了!	1
真是一位好哥哥，你平时喜欢做什么？	我喜欢看书，喜欢听音乐，喜欢看电影。	可以哦	你呢？有什么爱好？	0
差不多，我29了，你是做什么工作的？	我也是29了。在一家互联网公司上班。	在互联网公司工作的人的年龄是多少？	这个不好说，每个人都不一样。	0
是啊，我差不多都有三个多月没休息了，你是做什么啊？	我是开网店的,一个月也就四五千块钱,你呢?	开网店要花多少钱？	你也想开网店?其实我也是家盟做了个网点	0
你是什么特长的啊？	我的特长是喜欢吃!	呦呵	你喜欢吃什么？	0
我其实就是想问你最近有没有什么好的外国电影推荐啊？	你要看什么类型的?我最近看的都是老电影	事实上，我只是想问你最近有没有什么好的外国电影推荐？	最近的都没怎么看,看美剧	0
我也不清楚，反正就是很喜欢秋天。	我也是!	我最喜欢什么季节？	秋天!因为秋天可以穿美美的裙子!	0
我是女生哦，那你肯定就是男生了吧？	我是男的!你是女的？	我是女孩，所以你一定是男孩？	我是女的，你是男的？	1
我平常工作之余就喜欢晚上散散步，你喜欢散步吗？	我喜欢在人最多的地方散步	我通常喜欢在晚上下班后散步。你不喜欢走路吗？	不喜欢,喜欢骑自行车	1
我很喜欢小动物，我在家养了三只猫和两只狗。	我也喜欢猫和狗!	你知道我家有几条狗吗？	不知道!	1
刚成年呀，你现在还在上学吧？	对啊,还在上学,大二	他是哪一年的？	93年,他比我大一岁	0
你学的什么专业呀，好找工作吗？	计算机啊,工作好找,就看你想干什么了,我学了三年,也没干什么	你学了多少年？	三年啊,我现在都毕业了	0
你说的也是，你还有什么别爱好吗？	没有,现在就想找个爱我的人,过平淡生活	你就是这么说的。你还喜欢什么？	不知道,反正现在不喜欢男的了	0
你的工作很神圣，除了工作你平常还有什么兴趣爱好吗？	我的兴趣爱好是养花	你的工作非常神圣。除了工作，你还有什么爱好吗？	我的爱好只有工作	1
我在给我种的花浇水，我很喜欢种花，在家里种了不少，你最近在忙啥？	我最近在准备考试，准备考教师资格证。	我在浇花。我非常喜欢种花。我在家里种了很多。你最近没干什么？	最近在看书，看书看书。	0
嘿嘿！方便问一下，你是工作了还是在上学呀？	工作了，你呢？	噢噢噢	你呢？在哪个城市？	0
你的文案水平一定很好吧？	还行吧,我觉得还行,不知道你的标准是什么	！！！	你说的是哪方面?哪方面的内容?	0
我刚运动完，你干嘛呢？	我在看电视，你呢？	嗨喽啊	嗨喽是什么意思？	0
是呀，真想念学生生活呢，你是法律专业的的吗？	是的,毕业一年了	是的，我真的很怀念学生生活。你主修法律吗？	我学的法律事务专业,不过工作和法律没关系	0
我喜欢没事的时候听听歌看看小说什么的，你有什么爱好呢？	我喜欢看书，看电影，看书，电影，电影	有空的时候我喜欢听歌曲和读小说。你没有什么爱好吗？	我喜欢逛街，逛街，买衣服	0
我知道我只有在业余的时间才玩游戏，你喜欢什么呀？	我什么都喜欢玩	嗯啊	你喜欢玩游戏吗?	0
我不喜欢散步，更不喜欢走路，只要超过两公里的地方我就要开车，我觉得走路太浪费时间了。	散步是一种很好的运动	驱动器的极限是多少？	你说的驱动器是指?	0
那你上几年级啊？	五年级，你呢？	你上的年级是多少？	我是五年级的，你呢	0
我在上海，你呢参加工作了吗？	我还在读书呢!你在上海做什么工作？	你住在哪个城市？	我住在上海啊!你呢？	1
我一般喜欢在周末的时候和家人开车出去玩，呼吸一下新鲜空气，放松一下身心。	我也喜欢!	你知道我通常什么时候和家人一起开车出去吗？	不知道!	1
我是个工人，一年累死累活的才转6万，其实我挺喜欢整天坐在沙发上什么也不敢的。	我也喜欢坐沙发!	你知道我喜欢在沙发上坐多久吗？	不知道!	1
我是篮球运动员，刚刚从体校毕业加入了市篮球队！	我也是练田径的,不过我是业余爱好,你这个应该是专业的	你知道我加入了哪个队吗？	不知道,我只是猜测,哈哈	1
不怎么爱说话，你可以教教我怎么和外人沟通吗？	不知道,因为我也很不爱说话	不怎么爱说话，你可以教教我怎么和局外人沟通吗？	我也不怎么会啊	0
我看的成龙的电影，你喜欢看成龙的电影吗？	喜欢啊,喜欢成龙,李连杰,李连杰是我的男神	我看的成龙的电影，你厌烦看成龙的电影吗？	不会啊,怎么可能会厌烦	0
天呐，那你还是一个钢琴老师，你们家岂不是是音乐世家？	没有没有,都是自己学的	天呐，那你还是一个电子琴老师，你们家岂不是是音乐世家？	我是钢琴教师,不是音乐老师	1
你的现状是怎么样的呀？	不知道怎么说,不想说	你目前的情况如何？	不太好,很差	0
那你本身就是太原人还是只是在太原工作呢？	我是太原人,我在北京工作,但是以后我会留在太原	你是谁？	我不是谁,我只是想了解一下你而已,没别的意思	0
我特别喜欢猫我养了一只我给它起名字叫汤姆。	我的猫叫旺财	你知道我给猫取了什么名字吗？	不知道,你告诉我	1
你好，我叫周楠，你叫什么呀？	我叫张悦然，你呢？	负责调查的人叫什么名字？	我不知道啊!	0
记者啊，那你们的报道都是真实的吗？	当然真实，只要你愿意了解。	记者，你的故事不是真的吗？	我的故事是真的，你的也是真的。	0
我正好想找个男生聊天，我还在念大学呢，你工作了？	工作了，你哪个学校的？	我真的在找一个男孩聊天。我还在上大学。你工作过吗？	没有，我是学生，你呢？	1
今年我刚好45岁，我现在正戒酒呢，医生说我现在这个情况已经不能再喝酒了。	我也不想喝了,太难受了	你知道我45岁是什么时候吗？	知道,你的病有十几年了吧	0
你现在特别喜欢做什么呢？	我现在喜欢看书，看电影，看书。	你现在特别讨厌做什么呢？	不知道，也许是工作吧。	0
你真的是一个很乐观的人，你是自己在外打工吗？	是的，自己在外面打工!	你真的是一个很乐观的人士，你是自己在外打工吗？	是的，我是一个自由职业者!	1
这样啊，你要出差办公还是要去旅游啊？	出差呀,,,	这样啊，你要出差办公还是要来旅游啊？	去办事呀,不过也有可能去玩几天	0
我是刚刚在背单词了，早上记忆力比较好。	加油,我也去背了,	你知道我什么时候记忆力好吗？	我不知道你啥时记忆力好,我知道现在记忆力很好,	1
不是的，我是中国人，你是哪里人？	我是四川人，在成都读书!	你在哪里学习？	我在成都上学，你呢？	0
那你是怎么当上美术老师的呢？	我是美术学院的学生啊,我的专业就是美术,你有意见吗	你就读的学校叫什么名字？	中国美术学院啊	0
不客气，开心就好，你结婚了吗？	我儿子都快三周岁了	你儿子多大了？	我儿子三周岁,你女儿呢?	0
这周末是我值班，我在一家医院工作呢，是一名医生。	医生,你的职业是我的梦想,你觉得医生的工作好吗?	你知道我什么时候值班吗？	不知道,不过可以猜到	1
你好，请问大河是往这边走了？	是的，往东走了!	喂，这条河在这边吗？	是的，就在那边!	0
我是一名陆军战士。	我是一个军人，我在这里等着你回来!	你知道士兵在哪个军种服役吗？	我不知道。	0
好的，你现在是在工作吗？	我在家带宝宝呢,你呢	好的，你现在在工作吗？	我现在还在家里的呢	0
真是羡慕你，我也想去，你除了滑雪旅行还喜欢干什么呀？	喜欢的太多了,说不出来,我都是一个人去的	我真羡慕你。我也想去。除了滑雪，你还喜欢什么？	看电影,看书,听歌,运动	0
啊，你一天要打三份工吗？	两份,早上一份中午一份	啊，你一天要做三份工作吗？	早上两份下午三份,晚上还要加班	1
我今年30岁了，你是不是高中生啊？	我今年25了，你呢？	现在是哪一年？	现在是2021年1月1日。	0
还行吧，你工作了吗？	还没呢，不过快了，你呢？	还行吧，你劳作了吗？	还没有呢，你在哪儿呢？	0
我平时喜欢听音乐，我最喜欢的乐队是黑豹乐队。	我也喜欢黑豹!	你知道黑豹是什么动物吗？	不知道!	0
不忙现在，你今天没上班吗？	上了,我今天下午就去公司了的,你现在在上班了吗?	你什么时候去的公司？	我三点半到的公司,现在已经上班一个半小时了	0
叫我小梁就行了，你现在不上班吗？	我在上班啊，你不知道吗？	就叫我小梁吧。你现在不工作吗？	是啊，我在找工作啊!	1
哦哦，你写小说多长时间了？	我才写三个多月	你开始写作有几个月了？	你是怎么开始写的呢?	1
我是一个14岁的男孩。	你是男的还是女的？	你知道我多大了吗？	不知道，我以为你是女的。	1
那你喜欢去水上乐园吗？	我不喜欢水上的,因为我是旱鸭子	…	你喜欢吗?你会游泳吗?	0
我是上海的，但是现在在湖南的一所大学教生物学。	哇,那你觉得教生物的怎么样?	我在哪里教生物？	你不是说你在湖南吗?	0
我今年16岁。	你是想说我老了吗	你知道我16岁是什么时候吗？	不知道啊,难道是去年?	1
呀，好巧，我也有一只狗，我会在下班后买个饼干给我的狗狗，你的狗狗平常吃什么啊？	我家狗不吃饼干，他只吃狗粮。	啊，真是巧合。我还有一只狗。下班后我要给我的狗买块饼干。你的狗通常吃什么？	我家狗很爱吃饼干。	1
那你妹妹喜欢跳舞吗？	她说不喜欢	你妹妹喜欢跳舞吗？	她喜欢跳舞,但不喜欢我	1
我叫吕子乔，今年19岁。	我叫刘子乔，21岁。	你知道我叫什么名字吗？	不知道。	1
但我最喜欢的还是林清玄的，尤其是那个《人生最美是清欢》。	林清玄不是散文家么	你知道谁写的《生命中最美的是清欢》吗？	不造,我去看看	1
好的，你家就在附近吗？	我家离那不近,离我家近的地方有,但是我不太喜欢,我觉得味道不咋地	好的，你家在附近吗？	我家在大润发附近	0
你的工作稳不稳定呀？	还行吧，就是不知道自己能干多久	你的工作稳定吗？	还行吧!	0
我喜欢听歌，我最喜欢的乐队是五月天，我最喜欢的歌手是毛不易，你喜欢吗？	有一段时间特别喜欢	哦	你喜欢听谁的	1
那就好，那你工作了吗？	还没呢，这个月底才开始找工作	你什么时候开始找工作的？	我是去年毕业的，今年才找的工作	0
哈喽，我住在深圳，你是哪里人？	你好,我是广西的	你是哪里人？	哦哦!我是广东的,你在那边工作吗?	1
那你平常都弹谁的歌啊？	李斯特,贝多芬,卡农,还有好多记不得了	李斯特崇拜的作曲家之一是谁？	我不知道啊,反正我是觉得他弹贝多芬的曲子好叼	0
我才不信呢，就你还两瓶的量，你之前是因为什么去当兵的呢？	真的两瓶	那人有多少瓶？	没注意,喝着喝着就多了	0
你好，你多大啦？	我22,我是女汉子,你呢?	你多大了？	我24,女汉子	1
好吧，那她知道你打算离婚吗？	她知道,但她一直在劝我	她不知道你要离婚了吗？	知道,她一直劝我离,但是离不离她说了不算	1
我现在是一个新手小白，还打的不是特别好。	我也是新手，一起努力吧!	你知道现在谁是新手吗？	不知道，我只知道我是新手	1
那就好，那你工作了吗？	还没呢，这个月底才开始找工作	你什么时候开始找工作的？	这个月中旬吧，你呢？	1
我今年参加高考，十八岁了。	你今年高考？那你现在在干嘛？	你知道我多大了吗？	不知道，我不知道你多大了。	1
你好呀，你平时喜欢游泳吗？	喜欢,但不是很会	你好呀，你平时厌烦游泳吗？	不会呀,挺喜欢的	0
那你是不是可以有很多时间去读书啊？	还好吧,我一般都是晚上看	呦呵	我都没时间看书,都是在学校图书馆看	1
狗狗是人类最好的朋友，你喜欢什么狗狗？	我喜欢大型犬!	狗狗是人类最好的朋友，你讨厌什么狗狗？	不喜欢小型犬!喜欢大狗!	0
我学的是民族舞，你也在上学吗？	是啊,高三党	高三的人数是多少？	我是艺术文的,一共有三个班,每个班大约四十多人	0
是呀，你平常有什么兴趣爱好吗？	我喜欢看书，看电影，打羽毛球	是的，你通常有什么爱好吗？	我比较喜欢看电影和看书，你呢？	0
我也在北京上班，我是一名厨师。	我也做厨师的,你在哪里上班	你知道我在哪里工作吗？	你说出来就知道了	1
那你拔牙拔到一半停住了岂不是更难受？	不会啊，我已经拔了四颗了	你喝了多少啤酒？	不知道，喝了两瓶啤酒就不行了	1
